date,id,news_heading_eng,news_heading_swa,news_type
2020-06-30,bbc314,the plight of locusts in kenya,hali ya nzige nchini kenya,Local News
2021-12-31,bbc601,elections kenya 2022 : is kenya ready for the general election ?,uchaguzi kenya 2022 : je kenya iko tayari kwa uchaguzi mkuu ?,Local News
2019-10-05,bbc46,world athletics race : kenya miraculously snatched gold from ethiopia,mbio za riadha za dunia : kenya ilinyakua dhahabu kutoka ethiopia kimiujiza,Sports news
2020-02-07,bbc152,coronavirus : kenya changes its position to send home students who are in wuhan china,coronavirus : kenya yabadili msimamo wake wa kuwapeleka nyumbani wanafunzi walioko wuhan uchina,Local News
2020-05-30,bbc287,corona virus : 143 people have been infected with the corona virus in kenya,virusi vya corona : watu 143 wameambukizwa virusi vya corona nchini kenya,Local News
2021-01-14,bbc449,halima aden : the step i took has made me more independent,halima aden : hatua niliyochukua imenifanya niwe huru zaidi,Local News
2020-01-23,bbc135,kenyan soldiers allegedly 'escaped ' al-shabab lamu attack,wanajeshi wa kenya wanadaiwa 'kuepuka ' shambulio la al-shabab lamu,Local News
2022-04-29,bbc651,mwai kibaki : know the contribution of president kibaki in the politics of 2022,mwai kibaki : jua mchango wa rais kibaki katika siasa za 2022,Local News
2020-07-06,bbc318,corona virus : president kenyatta lifts the travel ban in nairobi mombasa and mandera,virusi vya corona : rais kenyatta aondoa marufuku ya kusafiri nairobi mombasa na mandera,International news
2020-07-18,bbc329,papa shirandula : a famous kenyan artist dies./ corona virus : the highest number of infections ever recorded in a day including a seven-month-old baby,papa shirandula : msanii maarufu wa kenya afariki/ virusi vya corona : idadi kubwa zaidi ya maambukizi kuwahi kurekodiwa katika siku moja akiwemo mtoto wa miezi saba,International news
2020-07-27,bbc337,corona virus : president uhuru kenyatta bans the sale of alcohol in kenya for 30 days,virusi vya corona : rais uhuru kenyatta apiga marufuku uuzaji wa pombe nchini kenya kwa siku 30,Local News
2020-08-21,bbc354,mali 's revolutionary leaders vow to open the borders again,viongozi wa mapinduzi ya mali waapa kufungua mipaka tena,International news
2022-04-22,bbc646,mwai kibaki : the president who changed kenya 's economy to a great extent,mwai kibaki : rais aliyebadilisha uchumi wa kenya kwa kiwango kikubwa,Local News
2021-08-24,bbc571,kenya : kenyan president uhuru kenyatta wants his deputy william ruto to leave the government instead of attacking it,kenya : rais wa kenya uhuru kenyatta anamtaka naibu wake william ruto kuondoka katika serikali badala ya kuishambulia,Local News
2019-12-08,bbc109,how young girls in nairobi face sexual violence,jinsi wasichana wachanga jijini nairobi wanavyokabiliana na ukatili wa kingono,Health news
2020-04-23,bbc235,corona virus : those infected in kenya reach 320,virusi vya corona : walioambukizwa nchini kenya wafikia 320,Local News
2020-08-26,bbc357,bbc rose : my husband used to come home to sleep with his lovers outside,virusi vya corona : tunajua nini kuhusu chanjo ya astrazeneca ambayo itawasili nchini kenya siku ya jumanne ?,Local News
2020-06-04,bbc291,corona virus : photos of those escaping quarantine centers published in kenyan newspapers,virusi vya corona : picha za wale waliotoroka vituo vya karantini zilizochapishwa katika magazeti ya kenya,Local News
2020-10-24,bbc401,kenyan politics is constantly changing,siasa za kenya zinabadilika kila mara,Local News
2020-06-07,bbc298,seven tanzanian fishermen are quarantined after being rescued at sea in kenya,wavuvi saba kutoka tanzania wawekwa karantini baada ya kuokolewa baharini nchini kenya,Local News
2022-01-27,bbc611,africa eye : domestic violence during the corona epidemic in kenya,africa eye : ghasia za nyumbani wakati wa janga la corona nchini kenya,Local News
2022-02-28,bbc623,russia and ukraine : zanzibar cooperates with the embassy of ukraine to transport its tourists,urusi na ukraine : zanzibar yashirikiana na ubalozi wa ukraine kusafirisha watalii wake,International news
2020-05-15,bbc267,kenyan politics : fukuto within the jubilee party who is the target ?,siasa za kenya : fukuto ndani ya chama cha jubilee ni nani anayelengwa ?,Local News
2020-10-26,bbc402,james mwangi : is this the smartest dressed person in africa ?,james mwangi : je huyu ndiye mtu aliyevalia nadhifu zaidi barani afrika ?,Entertainment news
2019-12-03,bbc99,women in england buy birth control pills in shops,wanawake nchini uingereza hununua dawa za kupanga uzazi katika maduka,International news
2019-12-11,bbc114,who will lead the city of nairobi after sonko is banned ?,nani ataongoza jiji la nairobi baada ya sonko kupigwa marufuku ?,Local News
2020-02-04,bbc146,daniel arap moi : biography of kenya 's second president,daniel arap moi : wasifu wa rais wa pili wa kenya,Local News
2020-08-14,bbc349,earthquake in tanzania : citizens of kenya and tanzania tell the story of the earthquake that happened,tetemeko la ardhi nchini tanzania : raia wa kenya na tanzania wanasimulia hadithi ya tetemeko la ardhi lililotokea,Local News
2019-09-12,bbc28,the member of parliament wants a law to be created against those who make accusations,mbunge anataka sheria itungwe dhidi ya wanaotoa tuhuma,Local News
2020-08-15,bbc350,kenya : will raila odinga run for the presidency again for the fifth time ?,kenya : je raila odinga atawania tena kiti cha urais kwa mara ya tano ?,Local News
2020-07-09,bbc323,bladder-enabled internet technology begins in kenya,teknolojia ya mtandao inayotumia kibofu huanza nchini kenya,Local News
2022-02-21,bbc618,why have the costs of the nairobi expressway continued to rise ?,kwa nini gharama za barabara ya nairobi expressway zimeendelea kupanda ?,Local News
2021-08-30,bbc576,the conflict between president kenyatta and his deputy ruto : is what happened between mzee jomo kenyatta and jaramogi happening again ?,mzozo kati ya rais kenyatta na naibu wake ruto : je yaliyotokea kati ya mzee jomo kenyatta na jaramogi yanatokea tena ?,Local News
2019-09-25,bbc37,is the maritime border dispute between kenya and somalia about to end ?,je mzozo wa mpaka wa bahari kati ya kenya na somalia unakaribia kumalizika ?,Local News
2019-09-19,bbc33,two kenyan women swap their husbands,wanawake wawili wa kenya hubadilishana waume zao,Local News
2021-03-06,bbc467,malindi : how a kenyan coastal town turned into 'little italy ',malindi : jinsi mji wa pwani wa kenya ulivyogeuka kuwa 'italia ndogo ',Local News
2020-09-23,bbc376,bbc rose : the plight of celine njoki who was raped by more than 20 men,bbc rose : masaibu ya celine njoki ambaye alibakwa na zaidi ya wanaume 20,Local News
2020-04-05,bbc207,corona virus : kenya confirms 16 new corona patients,virusi vya corona : kenya yathibitisha wagonjwa wapya 16 wa corona,Local News
2021-04-28,bbc492,east africa : get to know the stars of tanzania kenya and uganda who fly the flag of east africa in the world,afrika mashariki : wafahamu nyota wa tanzania kenya na uganda wanaopeperusha bendera ya afrika mashariki duniani,Local News
2022-03-31,bbc640,bbi : the highest court in kenya rejected president kenyatta 's appeal to change the constitution,bbi : mahakama ya juu zaidi nchini kenya ilikataa rufaa ya rais kenyatta ya kubadilisha katiba,Local News
2020-06-19,bbc310,what is the un security council and how will kenya benefit from this post ?,baraza la usalama la umoja wa mataifa ni nini na kenya itafaidika vipi na wadhifa huu ?,International news
2020-04-06,bbc209,corona virus : how african leaders cut their salaries to fight corona,virusi vya corona : jinsi viongozi wa afrika wanavyopunguza mishahara yao ili kupambana na corona,Local News
2021-10-13,bbc585,agnes tirop : kenyan president uhuru kenyatta orders the police to investigate the murder of an olympic athlete,agnes tirop : rais wa kenya uhuru kenyatta aamuru polisi kuchunguza mauaji ya mwanariadha wa olimpiki,Sports news
2020-01-16,bbc130,but why no one was convicted,lakini kwanini hakuna mtu aliyehukumiwa,Local News
2022-04-05,bbc642,the price of cooking oil in east africa : is it time to eat chukuchuku ?,bei ya mafuta ya kupikia afrika mashariki : je ni wakati wa kula chukuchuku ?,Local News
2020-12-27,bbc446,the mosque named 'jesus christ ' attracted the attention of many on the internet,msikiti huo uliopewa jina la 'yesu kristo ' ulivutia hisia za wengi kwenye mtandao,Local News
2022-01-24,bbc610,yala river : the mystery of dead bodies found in a kenyan river,mto yala : siri ya maiti zilizopatikana katika mto wa kenya,Local News
2019-08-29,bbc19,who warns of counterfeit drugs in kenya uganda,who yaonya kuhusu dawa ghushi nchini kenya uganda,Health news
2019-10-11,bbc52,a passenger plane crashes at wilson airport in nairobi kenya,ndege ya abiria yaanguka katika uwanja wa ndege wa wilson jijini nairobi kenya,Local News
2019-10-17,bbc62,can you be kind to strangers ?,je unaweza kuwa mkarimu kwa wageni ?,Local News
2019-08-18,bbc4,maliha mohammed : chef from mombasa kenya breaks guinness book world record for cooking '',maliha mohammed : mpishi kutoka mombasa kenya avunja rekodi ya dunia ya kitabu cha guinness kwa kupika,International news
2021-04-29,bbc493,al qaeda attack in kenya 1998 : kenyan victims were angered by the action of the united states not to compensate them,shambulio la al qaeda nchini kenya 1998 : waathiriwa wa kenya walikasirishwa na hatua ya marekani kutowalipa fidia .,Local News
2020-03-28,bbc201,coronavirus : cases of the infection of the coronavirus are increasing in uganda and kenya two have recovered,virusi vya corona : visa vya maambukizi ya virusi vya corona vinaongezeka nchini uganda na kenya wawili wamepona,Health news
2020-04-21,bbc232,corona virus : kenyans express fear of mandatory quarantine,virusi vya corona : wakenya waeleza hofu ya kuwekwa karantini kwa lazima,Local News
2020-04-06,bbc208,spencon : how allegations of corruption intimidation and criminal gangs led to the end of a large construction company in africa,spencon : jinsi madai ya ufisadi vitisho na magenge ya uhalifu yalivyosababisha kumalizika kwa kampuni kubwa ya ujenzi barani afrika .,International news
2021-07-07,bbc549,nigerian president muhammadu buhari congratulates the arrest of nnamdi kanu,nigerian president muhammadu buhari congratulates the arrest of nnamdi kanu,Local News
2021-06-02,bbc540,the suspects in the shooting attack against the ugandan general are shown on cctv,washukiwa wa shambulio la risasi dhidi ya jenerali wa uganda wanaonyeshwa kwenye cctv,Local News
2020-03-18,bbc192,coronavirus : how difficult handwashing is in developing countries,coronavirus : jinsi kunawa mikono ni vigumu katika nchi zinazoendelea,International news
2020-11-24,bbc420,kenya 's 2007 election violence : kinoti says he has no plans to revive past cases,ghasia za uchaguzi wa 2007 nchini kenya : kinoti anasema hana mpango wa kufufua kesi zilizopita,Local News
2020-10-13,bbc392,nec responding to chadema on the tenders for voting papers,nec yajibu chadema kuhusu zabuni za karatasi za kupigia kura,Local News
2021-04-09,bbc486,egypt discovers a city that existed 3000 years ago,misri inagundua mji uliokuwepo miaka 3000 iliyopita,International news
2020-04-13,bbc219,corona virus : 15 people recover from corona in kenya 11 new patients,virusi vya corona : watu 15 wapona corona nchini kenya wagonjwa wapya 11,Local News
2022-07-27,bbc520,health services are a challenge in kenya,huduma za afya ni changamoto nchini kenya,Health news
2022-04-24,bbc649,mwai kibaki : know five things you do n't know about mwai kibaki,mwai kibaki : jua mambo matano usiyoyajua kuhusu mwai kibaki,Local News
2020-12-17,bbc435,has opposition politics changed on the coast of kenya ?,je siasa za upinzani zimebadilika katika pwani ya kenya ?,Local News
2020-05-03,bbc248,corona virus : mombasa registers 19 new patients while the number reaches 465 in kenya,virusi vya corona : mombasa yasajili wagonjwa wapya 19 huku idadi ikifikia 465 nchini kenya,Local News
2019-10-09,bbc50,a car that sank at the likoni ferry in mombasa on the kenyan coast has been spotted,gari lililozama katika kivuko cha likoni mjini mombasa katika pwani ya kenya limeonekana,Local News
2020-01-30,bbc141,ferdinand waititu : the first governor to be removed from power in kenya,ferdinand waititu : gavana wa kwanza kuondolewa mamlakani nchini kenya,Local News
2020-03-16,bbc190,coronavirus : african countries have taken measures to control the virus,coronavirus : nchi za kiafrika zimechukua hatua kudhibiti virusi,International news
2019-10-09,bbc48,tanzania and kenya lead the number of billionaires in east africa,tanzania na kenya zinaongoza kwa idadi ya mabilionea afrika mashariki,Local News
2021-10-05,bbc581,how trips to the maasai mara park affect the lives of wildlife in kenya,jinsi safari za mbuga ya maasai mara zinavyoathiri maisha ya wanyamapori nchini kenya,Entertainment news
2021-07-12,bbc550,kenyatta ruto and odinga : the true cost of love in kenyan politics,kenyatta ruto na odinga : gharama halisi ya mapenzi katika siasa za kenya,Local News
2020-08-11,bbc345,the tcra provides clarification on the content of international media,tcra inatoa ufafanuzi kuhusu maudhui ya vyombo vya habari vya kimataifa,Local News
2019-10-16,bbc60,bbc 100 women 2019 : tanzania kenya dr congo uganda somalia who is on the list this year ?,bbc 100 women 2019 : tanzania kenya dr congo uganda somalia nani yuko kwenye orodha mwaka huu ?,Local News
2021-02-02,bbc452,more than 80 people have been arrested on suspicion of 'fake vaccines ' in china,zaidi ya watu 80 wamekamatwa kwa tuhuma za 'chanjo feki ' nchini china,Health news
2022-02-02,bbc614,bbc rose : lucy nyawira a pastor who hid her hiv infection from her husband for seven years,bbc rose : lucy nyawira mchungaji ambaye alimficha mumewe maambukizi ya vvu kwa miaka saba,Local News
2021-07-20,bbc555,the president of mali survived after an attempt to stab him in the mosque,rais wa mali alinusurika baada ya jaribio la kumchoma kisu msikitini,Local News
2020-01-15,bbc129,having sex with a man she did n't know made naomi ireri suspicious,kufanya mapenzi na mwanaume ambaye hakumfahamu kulimtia mashaka naomi ireri,Health news
2021-12-23,bbc598,research : omicron appears to be weak but concerns remain,utafiti : omicron inaonekana kuwa dhaifu lakini wasiwasi unabaki,Health news
2019-08-24,bbc13,census 2019 : kenya starts counting people,sensa 2019 : kenya yaanza kuhesabu watu,Local News
2020-11-18,bbc415,clashes erupted in kampala after bobi wine was arrested,mapigano yalizuka mjini kampala baada ya bobi wine kukamatwa,Local News
2020-04-14,bbc220,corona virus : covid-19 changed african culture,virusi vya corona : covid-19 ilibadilisha utamaduni wa kiafrika,Local News
2019-10-12,bbc57,ineos challenge 1:59 : why eliud kichoge 's record will not be recognized as a world record,ineos challenge 1:59 : kwa nini rekodi ya eliud kichoge haitatambuliwa kuwa rekodi ya dunia,Sports news
2019-11-25,bbc88,cecafa : harambee starlets defeated the kilimanjaro queen and won the 2019 title,cecafa : harambee starlets ilishinda kilimanjaro queen na kushinda taji la 2019,Local News
2019-09-17,bbc31,peter tabichi : the best teacher in the world from kenya meets with donald trump at the white house .,peter tabichi : mwalimu bora zaidi duniani kutoka kenya akutana na donald trump katika ikulu ya white house .,Local News
2021-06-09,bbc541,bbc rose : my dowry was returned due to infertility,bbc rose : mahari yangu ilirudishwa kwa sababu ya utasa,Local News
2021-07-22,bbc557,madagascar says it has foiled a plot to kill president andry rajoelina,madagascar inasema imetibua njama ya kumuua rais andry rajoelina,International news
2020-10-15,bbc396,daniel wanjiru : the kenyan athletics champion is banned from participating in athletics,daniel wanjiru : bingwa wa riadha nchini kenya amepigwa marufuku kushiriki riadha,Sports news
2022-02-09,bbc617,election kenya 2022 : what challenges does kenyan deputy president william ruto face in appointing his deputy president ?,uchaguzi kenya 2022 : naibu rais wa kenya william ruto anakumbana na changamoto gani katika kumteua naibu rais wake ?,Local News
2020-03-05,bbc176,uhuru kenyatta says the move by somali soldiers to enter kenya is an act of aggression,uhuru kenyatta anasema hatua ya wanajeshi wa somalia kuingia kenya ni kitendo cha uchokozi,Local News
2020-09-18,bbc373,the snake is used to cover the face as a mask,nyoka hutumiwa kufunika uso kama mask,Local News
2021-12-18,bbc595,faith kipyegon : how kipyegon became a successful mother in tokyo,faith kipyegon : jinsi kipyegon alivyokuwa mama mwenye mafanikio huko tokyo,Sports news
2019-12-06,bbc105,tassia : know the five reasons why buildings collapse,tassia : jua sababu tano kwa nini majengo yanaanguka,Local News
2019-11-13,bbc76,will the nation be able to get an accurate figure of people with the hiv virus ?,je taifa litaweza kupata takwimu sahihi ya watu wenye virusi vya ukimwi ?,Health news
2021-03-29,bbc473,mother sarah obama wanted to be remembered for her contribution to the education sector,mama sarah obama alitaka kukumbukwa kwa mchango wake katika sekta ya elimu,Local News
2020-12-18,bbc436,governor sonko of nairobi is removed from power,gavana sonko wa nairobi aondolewa mamlakani,Local News
2020-05-01,bbc245,corona virus : 4 corona patients died while 15 got infected in kenya,virusi vya corona : wagonjwa 4 wa corona wamefariki huku 15 wakiambukizwa nchini kenya,Local News
2020-12-20,bbc441,health workers in kenya are warned of losing their jobs,wahudumu wa afya nchini kenya waonywa kuhusu kupoteza kazi zao,Health news
2022-02-25,bbc622,russia and ukraine : some east african citizens in ukraine and their parents express their feelings,urusi na ukraine : baadhi ya raia wa afrika mashariki nchini ukraine na wazazi wao wanaelezea hisia zao,International news
2020-11-10,bbc407,serengeti again wins the 2020 africa best park award,serengeti yashinda tena tuzo ya hifadhi bora ya afrika 2020,International news
2020-04-15,bbc224,corona virus : kenyans threaten to escape quarantine 9 more patients confirmed,virusi vya corona : wakenya watishia kutoroka karantini wagonjwa 9 zaidi wathibitishwa,Local News
2020-06-07,bbc297,corona virus : the number of corona patients in kenya has increased to 2767,idadi ya wagonjwa wa corona nchini kenya imeongezeka na kufikia 2767,Local News
2020-10-05,bbc387,2 people were killed following violence between supporters of president uhuru kenyatta and his deputy william ruto kenya,watu 2 waliuawa kufuatia ghasia kati ya wafuasi wa rais uhuru kenyatta na naibu wake william ruto kenya,Local News
2020-04-08,bbc213,corona virus : kenyan parliament cancels session as kenyans are warned of difficult times,virusi vya corona : bunge la kenya laghairi kikao huku wakenya wakionywa kuhusu nyakati ngumu,Local News
2019-12-17,bbc119,10000 flats are dangerous for the lives of people in kenya,orofa 10000 ni hatari kwa maisha ya watu nchini kenya,Local News
2019-09-02,bbc24,who is ezekiel mutua the moral regulator of dirty art in kenya ?,ezekiel mutua mdhibiti wa maadili wa sanaa chafu nchini kenya ni nani ?,Local News
2020-05-22,bbc278,corona virus : kenya reaches the peak of infection between august and september,virusi vya corona : kenya yafikia kilele cha maambukizi kati ya agosti na septemba,Local News
2020-04-25,bbc240,corona virus : president kenyatta extends the curfew in four counties for 21 more days,virusi vya corona : rais kenyatta aongeza marufuku ya kutotoka nje katika kaunti nne kwa siku 21 zaidi,Local News
2020-03-05,bbc177,kenya is decreasing in the number of millionaires while tanzania is increasing,kenya inapungua kwa idadi ya mamilionea huku tanzania ikiongezeka,International news
2020-09-02,bbc362,jane and her husband donah omondi have been married for 12 years without a child,jane na mumewe donah omondi wameoana kwa miaka 12 bila mtoto,Local News
2019-11-01,bbc69,a group of hackers from african countries has been arrested in rwanda,kundi la wadukuzi kutoka nchi za afrika wamekamatwa nchini rwanda,International news
2020-02-09,bbc155,kenya : a citizen was beaten by chinese citizens after allegedly being late for work,kenya : raia mmoja alipigwa na raia wa uchina baada ya kudaiwa kuchelewa kazini,International news
2020-04-30,bbc244,corona virus : a mother threw stones at her children because of the lack of labor she used to do before,virusi vya corona : mama aliwarushia mawe watoto wake kwa sababu ya ukosefu wa uchungu aliokuwa akifanya hapo awali,Local News
2020-06-08,bbc299,the number of people confirmed to have corona in kenya reaches 2862 with 95 new patients reported to be infected,idadi ya watu waliothibitishwa kuwa na corona nchini kenya yafikia 2862 huku wagonjwa wapya 95 wakiripotiwa kuambukizwa .,Local News
2020-07-20,bbc331,corona virus : why some kenyans do not believe there is corona,virusi vya corona : kwa nini baadhi ya wakenya hawaamini kuwa kuna corona,Local News
2020-04-14,bbc222,corona virus : eight new patients confirmed in kenya four in tanzania,virusi vya corona : wagonjwa wapya wanane wamethibitishwa nchini kenya wanne nchini tanzania,Local News
2020-01-07,bbc126,the efforts of the kenyan lawyer miguna miguna to return to the country will be successful,juhudi za wakili wa kenya miguna miguna kurejea nchini zitafanikiwa,Local News
2019-12-05,bbc101,floods in kenya : a girl dies trying to save a man,mafuriko nchini kenya : msichana afariki akijaribu kuokoa mwanamume,Local News
2021-05-14,bbc535,kenyan mp moses kuria has admitted to accepting a $ 1000 bribe,mbunge wa kenya moses kuria amekiri kupokea hongo ya $ 1000,Local News
2019-08-22,bbc11,the life of being bisexual has been a challenge for mary waithera or james karanja,maisha ya kuwa na jinsia mbili yamekuwa changamoto kwa mary waithera au james karanja,Local News
2021-10-24,bbc587,the british embassy in kenya reports the murder of agness wanjiru,ubalozi wa uingereza nchini kenya unaripoti mauaji ya agnes wanjiru,International news
2020-12-01,bbc427,the mberesero family has said they have not received official information about the death of their young man,familia ya mberesero imesema haijapata taarifa rasmi kuhusu kifo cha kijana wao,Local News
2021-04-30,bbc495,president samia is officially the new chairman of ccm,rais samia ndiye mwenyekiti mpya wa ccm,Local News
2019-10-21,bbc65,brigid kosgei : dropout mother of twins and record holder in athletics,brigid kosgei : kuacha mama wa mapacha na mmiliki wa rekodi katika riadha,Sports news
2021-11-25,bbc590,rwandan rights activists want the olomide festival to be cancelled,wanaharakati wa haki za rwanda wanataka tamasha la olomide lifutiliwe mbali,Local News
2022-04-21,bbc645,bbc rose : 'my naked pictures were leaked online ',bbc rose : 'picha zangu za uchi zilivuja mtandaoni ',Local News
2020-10-02,bbc386,william ruto : jubilee ruling party threatens to sack kenya 's deputy president,william ruto : chama tawala cha jubilee kinatishia kumfuta kazi naibu rais wa kenya,Local News
2019-12-18,bbc120,you fools : how east african artists fight through loudspeakers to bring about change,wapumbavu : jinsi wasanii wa afrika mashariki wanavyopigana kupitia vipaza sauti kuleta mabadiliko,Local News
2020-06-09,bbc300,the independence of the court is weakened by the kenyan government ?,uhuru wa mahakama unadhoofishwa na serikali ya kenya ?,Local News
2020-07-17,bbc328,the kenyan court ordered the victims of lead poisoning to be paid 12 million dollars in compensation,mahakama ya kenya iliamuru waathiriwa wa sumu ya risasi walipwe fidia ya dola milioni 12,Local News
2020-05-28,bbc283,corona virus : president kenyatta scolds his son for breaking the night curfew,virusi vya corona : rais kenyatta amsuta mwanawe kwa kuvunja amri ya kutotoka nje usiku,Local News
2020-05-09,bbc258,corona virus : curfew laws affect prostitutes in africa,virusi vya corona : sheria za kutotoka nje zinaathiri makahaba barani afrika,International news
2022-07-12,bbc512,' i will vote but i do n't expect anything new ','nitapiga kura lakini sitarajii lolote jipya ',Local News
2020-03-11,bbc185,coronavirus : how chinese citizens are discriminated against in kenya,coronavirus : jinsi raia wa china wanavyobaguliwa nchini kenya,International news
2020-02-13,bbc160,the kenyan government orders the four chinese who were seen beating a kenyan to be returned to them,serikali ya kenya yaamuru wachina wanne walioonekana kumpiga mkenya warudishwe kwao,International news
2019-09-10,bbc27,the culture of squeezing the vaginal muscles is dangerous for women,utamaduni wa kubana misuli ya uke ni hatari kwa wanawake,Health news
2020-04-18,bbc229,bbc rose : the story of a woman dealing with a disease that changed her appearance,bbc rose : hadithi ya mwanamke aliyeugua ugonjwa ambao ulibadilisha sura yake,Health news
2020-11-19,bbc416,the process and vote on bbi puts deputy president ruto at a crossroads,mchakato na upigaji kura kuhusu bbi unamweka naibu rais ruto katika njia panda,Local News
2020-02-08,bbc153,daniel toroitich arap moi : kenyans pay their last respects to the retired president,daniel toroitich arap moi : wakenya watoa heshima zao za mwisho kwa rais mstaafu,International news
2021-05-03,bbc525,president samia to visit kenya : business diplomacy and the east african community to be prioritized,nan,Local News
2019-10-14,bbc59,kenyans receive the bodies of their relatives who died in the ethiopian airlines crash,wakenya wapokea miili ya jamaa zao waliofariki katika ajali ya ethiopian airlines,Local News
2022-03-07,bbc628,kenyan election 2022 : william ruto says handshake 'had a lot of fraud and corruption ',uchaguzi wa kenya 2022 : william ruto asema handshake 'ilikuwa na udanganyifu na ufisadi mwingi ',Local News
2020-04-07,bbc212,corona virus : two patients recover in tanzania while 14 more get infected in kenya,virusi vya corona : wagonjwa wawili wapona nchini tanzania huku wengine 14 wakiambukizwa nchini kenya,Local News
2020-06-17,bbc308,corona virus : a doctor who helps pregnant women cope with the effects,virusi vya corona : daktari anayesaidia wajawazito kukabiliana na madhara,Local News
2021-05-13,bbc534,the champions league final will be played in porto,fainali ya ligi ya mabingwa itachezwa huko porto,Sports news
2020-05-19,bbc271,corona virus : why is this chef cooking while dancing ?,virusi vya corona : kwa nini mpishi huyu anapika huku akicheza ?,Entertainment news
2020-10-13,bbc391,will the deputy president of kenya handle the political heat that follows him ?,je naibu rais wa kenya atashughulikia joto la kisiasa linalomfuata ?,Local News
2020-10-02,bbc385,the former famous broadcaster in kenya talks about the challenges of being overwhelmed by life,mtangazaji huyo maarufu nchini kenya anazungumzia changamoto za kulemewa na maisha,Local News
2019-08-20,bbc6,do you know the effects of bullying violence that takes place in school ?,je unajua madhara ya ukatili wa dhuluma unaofanyika shuleni ?,Local News
2022-02-23,bbc620,bbc roses : how 'farming ' healed a domestic helper who did not give up hope in life despite the challenges,bbc roses : jinsi 'kilimo ' kilimsaidia msaidizi wa nyumbani ambaye hakukata tamaa maishani licha ya changamoto,Local News
2019-10-13,bbc58,kenyan brigid kosgei breaks women 's race records .,mkenya brigid kosgei avunja rekodi za mbio za wanawake .,Sports news
2022-05-18,bbc657,bbc rose : 'the villagers wanted me to die because i was disabled,bbc rose : 'wanakijiji walitaka nife kwa sababu nilikuwa mlemavu,Local News
2020-02-17,bbc163,william ruto : kenya 's deputy president admits 'fraudsters ' entered his office at harambee house in nairobi,william ruto : naibu rais wa kenya akiri 'walaghai ' waliingia afisi yake katika jumba la harambee jijini nairobi,International news
2021-02-03,bbc453,igp sirro : there is no ban on running on religious days,igp sirro : hakuna marufuku ya kugombea siku za kidini,Local News
2020-05-22,bbc277,corona virus : know how to pray the eid prayer at home,virusi vya corona : jua jinsi ya kusali sala ya eid nyumbani,Local News
2021-07-20,bbc554,first lady : meet margret kenyatta kenya 's first lady `` brave gentle '',mke wa rais : kutana na margaret kenyatta mke wa rais wa kenya `` shujaa mpole '',Local News
2020-09-25,bbc380,the communities that lease their land for tourism this year will suffer from corona,jamii zinazokodisha ardhi yao kwa utalii mwaka huu zitakumbwa na corona,Local News
2020-05-29,bbc285,uhuru kenyatta : the president of kenya says he will not agree to work with those who oppose his agenda in government,uhuru kenyatta : rais wa kenya asema hatakubali kufanya kazi na wale wanaopinga ajenda yake serikalini,Local News
2019-11-11,bbc74,kenya 's census results spark debate,matokeo ya sensa ya kenya yazua mjadala,Local News
2020-02-20,bbc164,a road safety policeman was left speechless after a thief robbed him of bribe money in kenya,polisi wa usalama barabarani alibakia hoi baada ya mwizi kumpora pesa za hongo nchini kenya,Local News
2020-04-25,bbc238,corona virus : information that is incorrect about corona spread in africa ?,virusi vya corona : taarifa ambazo sio sahihi kuhusu kuenea kwa corona barani afrika ?,International news
2020-12-10,bbc431,mtv africa music awards 2020 : full list of nominees,tuzo za muziki za mtv africa 2020 : orodha kamili ya walioteuliwa,Entertainment news
2019-11-25,bbc89,landslides in west pokot : death toll reaches 56,maporomoko ya ardhi katika pokot magharibi : idadi ya waliofariki imefikia 56,Sports news
2020-02-04,bbc147,daniel arap moi : his political life and conflicting views,daniel arap moi : maisha yake ya kisiasa na mitazamo inayokinzana,Local News
2019-11-20,bbc84,how sexual harassment in colleges affects female students in kenya,jinsi unyanyasaji wa kijinsia vyuoni unavyoathiri wanafunzi wa kike nchini kenya,Health news
2020-11-12,bbc409,the former president of ghana jerry rawlings has passed away,rais wa zamani wa ghana jerry rawlings amefariki dunia,International news
2020-09-10,bbc366,what changes will an african leader make in the world trade organization ?,je kiongozi wa afrika atafanya mabadiliko gani katika shirika la biashara ulimwenguni ?,International news
2020-06-05,bbc292,corona virus : mombasa confirms 67 patients while the total number of patients reaches 2474 in kenya,virusi vya corona : mombasa yathibitisha wagonjwa 67 huku jumla ya wagonjwa ikifikia 2474 nchini kenya,Local News
2020-05-20,bbc273,sudan has been asked to pay compensation to those affected by the terrorist attack in the us embassies in tanzania and kenya,sudan imetakiwa kulipa fidia kwa walioathirika na shambulizi la kigaidi katika balozi za marekani nchini tanzania na kenya,International news
2020-02-26,bbc170,what causes the shortage of tomatoes in east africa ?,ni nini kinachosababisha uhaba wa nyanya afrika mashariki ?,Local News
2022-01-14,bbc607,growing up in prison : children believe prison is home,kukulia gerezani : watoto wanaamini kuwa jela ni nyumbani,Local News
2021-08-05,bbc565,letters from africa : do n't know about the shaming methods used by debt collectors in kenya,barua kutoka afrika : sijui kuhusu mbinu za aibu zinazotumiwa na wakusanya deni nchini kenya,Local News
2019-12-11,bbc113,jane kiarie : `` mother tried to kill me but i came out crying '',jane kiarie : `` mama alijaribu kuniua lakini nilitoka nikilia '',Local News
